tax_id,age,employment_duration,annual_income,credit_history_length,num_credit_cards,payment_history,late_payments,credit_inquiries,credit_limit,credit_utilization,last_late_payment_days,savings_balance,checking_balance,investment_balance,avg_monthly_transactions,avg_transaction_value,international_transactions_ratio,digital_banking_score,mobile_banking_usage,online_transactions_ratio,e_statement_enrolled,current_debt,monthly_expenses,auto_loan_balance,mortgage_balance,investment_loan_balance,debt_to_income,credit_score
363-20-1263,64.39802934748053,10.6,25772.82,5.8,1,88.4479,0,2,23805.37,0.433,28.0,54165.47,2006.98,1312.96,18.3,115.36,0.253,86.4528,47.3871,0.8768,1,46428.82,1452.48,11181.31,93182.01,113214.12,120.0,725
364-20-1264,46.32646126060061,10.3,63526.03,24.4,2,81.6431,0,2,13273.62,0.2367,56.0,9517.04,3870.73,3570.78,57.8,44.99,0.1307,90.4067,60.5012,0.8379,1,8192.21,2292.37,54964.69,182540.07,47861.87,120.0,754
365-20-1265,44.64552613074615,12.4,186887.28,4.4,1,86.0032,2,1,5277.61,0.5813,17.0,21280.12,18217.92,5010.62,31.9,77.22,0.1383,73.5996,67.6316,0.8189,1,23822.8,11783.05,27762.19,170640.03,32538.69,120.0,728
366-20-1266,57.902563045001,14.2,80698.44,6.3,3,62.7926,0,1,1528.48,0.3299,18.0,18309.91,1296.36,837.89,26.8,111.23,0.331,66.3363,71.5321,0.8949,0,12342.31,4309.24,23491.11,181592.19,32728.46,120.0,733
367-20-1267,39.4072493405943,17.3,285232.21,10.4,5,81.0511,0,2,4363.4,0.1043,120.0,3307.45,924.24,542.5,33.2,31.48,0.0277,61.9544,81.6278,0.569,1,8127.25,14977.19,8052.45,56436.26,11373.16,29.4459,815
368-20-1268,54.865437365694596,14.7,86753.19,1.1,0,76.4311,1,0,10832.8,0.5286,239.0,22844.16,1303.26,4357.17,95.7,73.41,0.2292,62.1394,41.45,0.7775,0,9393.58,3318.82,3039.01,164524.37,8736.91,120.0,703
369-20-1269,47.92253271772705,10.2,72842.89,1.9,2,99.6151,2,2,16075.2,0.2915,183.0,13429.22,4239.13,5172.24,38.2,40.79,0.2498,82.4496,88.4059,0.8123,1,24522.58,3631.19,27273.63,192979.49,30527.56,120.0,702
370-20-1270,74.38168127638222,8.7,54359.8,18.6,1,82.5151,0,3,48573.71,0.1259,68.0,11038.04,2818.17,171344.99,62.2,42.31,0.4034,86.6798,46.879,0.8479,1,34919.66,3129.48,45941.83,183250.38,89347.76,120.0,755
371-20-1271,46.086574659022446,16.3,237968.34,11.3,2,83.8613,0,0,5584.21,0.2664,92.0,39302.18,4198.61,1094.77,47.2,71.36,0.0761,97.8685,26.3936,0.4963,1,4820.77,15654.72,19417.93,31609.86,47724.51,43.5239,840
372-20-1272,48.61424992579609,26.7,43252.29,6.2,1,80.6071,0,2,23808.84,0.0859,26.0,14129.34,2058.52,1012.89,106.3,46.8,0.1997,91.4834,53.4902,0.647,0,7593.29,1992.86,18164.98,73610.47,4707.03,120.0,734
373-20-1273,38.040049612866255,12.8,35992.79,11.0,0,81.2554,1,0,75621.82,0.5264,186.0,21100.15,8566.35,6444.89,41.1,100.11,0.2226,50.3259,69.9977,0.7115,1,77438.94,1671.14,11169.75,145004.39,112086.76,120.0,723
374-20-1274,77.22172012776481,10.8,32299.33,8.3,3,36.6226,0,0,7719.51,0.4,365.0,4596.85,1446.18,538.58,58.5,130.35,0.0166,75.9801,33.4137,0.703,1,4645.95,1409.43,62319.18,24268.46,12727.66,120.0,699
375-20-1275,46.669177309605516,12.9,291661.21,5.8,4,89.8506,0,0,7345.2,0.2751,271.0,7454.26,2021.73,3768.98,57.9,62.74,0.1587,68.3479,66.8407,0.8945,1,4011.19,9780.18,31738.21,90287.73,95863.78,76.0817,788
376-20-1276,70.12110233546842,16.5,66382.8,17.3,1,67.8693,0,0,12749.0,0.4186,156.0,11362.33,1668.14,17373.48,88.2,129.6,0.1267,75.0313,40.9921,0.7498,1,18167.05,2710.43,15306.35,28835.31,38259.53,120.0,757
377-20-1277,36.20222832439761,8.5,63505.46,8.2,1,73.3528,1,1,6272.65,0.0666,188.0,3977.17,4537.23,1833.97,16.5,59.91,0.0797,89.8224,69.9445,0.4476,1,710.38,2804.62,5261.67,84518.64,48605.48,120.0,715
378-20-1278,52.78098137890625,6.4,86190.67,7.6,1,72.3475,1,1,14438.21,0.2273,100.0,11901.83,6478.1,9271.55,51.3,31.8,0.3541,55.0895,72.0464,0.8344,1,57993.89,2807.59,35182.86,233121.54,30696.59,120.0,726
379-20-1279,75.11708362901506,8.5,50207.63,7.1,1,48.071,0,2,1830.64,0.6958,51.0,10639.41,12120.22,8261.09,24.6,70.25,0.1589,79.4917,74.9121,0.3814,1,13117.49,2981.0,6459.1,345124.94,77848.1,120.0,686
380-20-1280,44.315342324584684,13.2,35081.56,8.4,3,66.9271,0,2,13087.65,0.0895,12.0,2381.21,3114.76,14594.09,66.2,48.73,0.1276,88.585,55.8809,0.7331,1,91435.12,2426.13,21980.02,168664.96,55596.45,120.0,725
381-20-1281,52.07012816086828,9.9,33919.84,15.4,3,53.2575,0,0,11458.61,0.3061,146.0,38461.79,3790.91,193.21,37.2,69.84,0.121,87.3971,68.8995,0.6541,1,25931.26,1437.36,34895.29,238306.87,5825.71,120.0,738
382-20-1282,64.89038478680138,8.6,33126.13,13.8,2,87.1412,0,0,29987.97,0.1681,66.0,3875.82,6310.04,45350.3,60.2,78.41,0.0765,58.6581,60.0566,0.5481,0,8044.09,1695.91,10885.16,507271.37,17662.45,120.0,748
383-20-1283,46.78902080570854,11.4,18000.0,17.8,4,73.4375,1,0,6141.64,0.1574,123.0,5870.11,323.29,121.49,104.6,140.4,0.2211,87.5702,47.647,0.8792,1,7100.29,867.74,33702.69,27320.56,181663.15,120.0,723
384-20-1284,37.836455166595734,27.0,62391.33,17.1,2,81.3225,1,0,38145.0,0.6274,71.0,3106.35,3884.23,202.56,60.6,56.14,0.4276,96.0183,71.7761,0.587,1,4388.45,2964.64,118.06,236971.12,63386.67,120.0,734
385-20-1285,45.498806506284886,12.2,20108.19,5.1,2,83.7061,2,0,6923.04,0.3314,9.0,46178.15,2608.86,33834.66,83.1,52.7,0.118,72.0335,62.3845,0.7098,1,23508.38,543.06,6745.32,234025.14,10942.72,120.0,721
386-20-1286,52.92437684370912,7.6,87952.59,3.9,1,56.2251,3,0,1303.44,0.3663,103.0,2335.53,887.67,1307.49,45.2,32.4,0.2922,61.7149,62.5913,0.6529,1,54048.86,6154.05,45963.0,99426.05,1396.14,120.0,666
387-20-1287,52.80267229053429,26.5,107512.94,9.0,2,66.1316,0,1,3468.48,0.385,176.0,21789.62,4569.6,3435.69,38.5,75.3,0.1127,57.0793,48.6446,0.6983,1,68963.56,5841.31,12939.55,26251.74,9144.0,109.1021,768
388-20-1288,57.22861862446088,21.7,39268.5,10.0,3,97.45,0,1,19871.21,0.2002,205.0,5457.28,4340.22,82050.05,60.2,44.26,0.2944,86.26,78.342,0.7294,1,13360.45,1495.43,13471.61,138352.89,300000.0,120.0,770
389-20-1289,42.529897035432036,15.2,75783.16,5.0,1,67.1703,0,0,1915.96,0.2674,52.0,29868.6,1086.67,11647.29,49.1,55.93,0.2719,67.6442,63.5986,0.8298,1,78806.09,4325.47,12873.0,161023.85,157346.03,120.0,740
390-20-1290,73.63078811188633,26.6,99574.27,12.7,4,88.7257,0,1,10254.95,0.386,69.0,3276.96,6582.19,554.07,90.2,74.18,0.3703,80.6252,74.6738,0.3921,0,3364.59,4979.84,34073.14,4677.17,6147.52,48.4688,806
391-20-1291,42.780982566035185,17.2,171658.08,26.5,2,87.6032,1,0,110141.79,0.1392,52.0,18794.69,5278.86,32872.27,87.6,75.57,0.1353,57.8483,46.5155,0.2847,1,195862.92,7797.76,39798.81,642343.46,29643.48,120.0,794
392-20-1292,50.78814725209824,17.3,45573.98,32.3,1,81.906,1,1,4014.47,0.3685,5.0,6959.86,2315.21,412.1,47.7,17.15,0.2542,52.4455,83.5485,0.8208,1,42924.32,2413.6,32662.24,85886.62,84555.99,120.0,732
393-20-1293,53.310506911711826,13.4,22275.19,8.5,1,84.5692,0,0,6375.19,0.1405,323.0,3863.67,1540.17,244.73,29.0,19.65,0.2372,61.8731,79.5264,0.8189,1,11040.43,957.82,19714.81,452848.35,52023.32,120.0,731
394-20-1294,52.27928239885414,25.0,31762.49,35.0,3,65.9969,1,0,11777.82,0.4884,238.0,1956.2,3778.88,6766.18,67.2,101.41,0.1048,87.8099,46.3504,0.6145,1,58212.37,1075.36,23270.72,282307.57,5488.45,120.0,720
395-20-1295,40.46123176446105,6.7,18711.04,9.0,3,91.0228,1,0,5524.83,0.244,275.0,44954.52,2473.48,8699.21,41.5,17.62,0.2329,36.3102,73.0608,0.8966,0,46011.32,716.92,43361.46,258467.69,130575.4,120.0,728
396-20-1296,65.2470603184622,21.8,83583.92,4.1,2,84.9903,0,1,10156.48,0.3358,179.0,32102.89,1015.92,555.88,52.4,79.05,0.0186,80.6559,49.628,0.8153,1,29208.11,3126.05,20002.7,41647.59,108560.88,120.0,753
397-20-1297,45.09755195690069,40.0,18000.0,26.3,2,87.3312,1,0,9117.24,0.0726,58.0,25507.58,3373.84,2091.11,61.3,50.62,0.3605,84.424,63.8104,0.4043,1,38945.02,697.79,42943.84,88185.04,5756.09,120.0,750
398-20-1298,54.2570309172858,24.9,29680.84,2.9,1,92.2954,0,2,27576.9,0.4479,164.0,6864.42,3645.63,13449.44,26.7,73.12,0.1339,74.8153,88.3426,0.5648,1,33574.91,1753.88,5692.0,17031.45,3360.05,120.0,699
399-20-1299,51.97302396811079,20.6,60378.08,8.8,2,83.8017,1,0,6167.13,0.6917,105.0,5372.74,3616.57,416.53,38.7,121.6,0.2563,82.2356,76.3073,0.6566,1,26231.76,2532.71,23015.48,47279.95,33904.22,120.0,729
400-20-1300,51.92901722912543,9.4,28152.39,13.7,4,83.5449,1,1,9761.0,0.2389,133.0,8644.22,1565.12,112.18,72.6,98.98,0.113,46.3245,72.3375,0.5453,1,10839.01,1404.38,28307.7,839070.06,77837.72,120.0,722
401-20-1301,37.31236107511236,35.0,32787.62,10.6,3,87.1585,0,0,16400.18,0.7409,365.0,10390.55,919.45,119.56,23.7,73.68,0.3684,53.835,14.7534,0.4881,1,43522.91,1586.1,559.29,503727.49,5036.71,120.0,726
402-20-1302,44.40109161982175,9.0,106979.69,15.1,5,88.7546,0,0,7859.45,0.1385,101.0,32642.0,9006.18,21824.99,46.0,87.28,0.2901,75.3515,16.0483,0.3142,0,10702.72,5910.7,42590.31,232023.97,68499.47,120.0,795
403-20-1303,54.150845614657506,14.5,27339.84,8.8,1,38.0365,2,0,17760.18,0.3929,225.0,13116.77,1765.51,732.07,84.8,27.77,0.0394,51.4167,54.8313,0.5409,1,2571.16,1914.68,17391.0,439903.61,4571.16,120.0,684
404-20-1304,37.64125671555111,15.0,43473.35,17.7,3,61.8277,0,2,55607.05,0.5244,26.0,8903.74,6335.43,1284.87,56.3,111.76,0.0376,52.7599,55.6967,0.4363,0,9960.57,2613.32,14919.69,51641.84,78695.82,120.0,719
405-20-1305,47.884674190283256,3.1,114706.17,21.2,4,69.5779,1,0,10684.74,0.2799,83.0,5659.29,974.07,33974.01,64.4,56.13,0.2853,69.8989,61.8284,0.9768,1,47568.76,6427.17,3294.08,11145.81,10249.62,62.9942,766
406-20-1306,51.055313283393644,17.0,46129.48,10.0,3,96.627,1,0,33685.73,0.3098,274.0,3681.16,230.35,2100.57,50.6,31.84,0.0966,43.2499,74.5151,0.5772,0,11339.82,3105.26,18745.58,247406.5,55514.81,120.0,742
407-20-1307,56.63322743250915,9.6,322127.78,15.9,2,58.2836,2,0,25923.21,0.5712,135.0,7514.33,14348.07,11648.8,66.2,27.55,0.1427,64.288,92.7565,0.9121,0,158549.81,22461.8,7302.11,306345.25,54732.36,120.0,734
408-20-1308,50.84483019906508,2.3,128898.14,13.6,2,84.9846,2,1,23703.21,0.47,94.0,15652.0,1387.54,419.12,30.7,87.99,0.0979,88.6508,60.6046,0.4504,1,21618.66,5465.15,19748.58,375249.67,22732.6,120.0,730
409-20-1309,48.18313125169195,22.0,133795.76,13.7,2,73.3171,2,0,28120.32,0.3909,45.0,22814.36,1966.55,1547.7,39.1,44.54,0.3291,92.4045,54.02,0.7149,1,15669.53,7355.51,37075.84,95188.11,55741.43,120.0,764
410-20-1310,52.45870750763356,13.2,22657.86,4.1,0,78.163,2,0,9253.43,0.7116,186.0,1403.61,718.03,10981.93,86.3,57.17,0.0763,47.3787,23.3323,0.7261,1,5305.52,418.25,12816.26,50761.67,5722.0,120.0,665
411-20-1311,47.62065791737626,6.3,55902.11,16.4,2,84.2184,1,1,12114.23,0.2421,43.0,6111.13,1589.21,553.46,72.0,91.87,0.1421,40.1488,66.4174,0.9097,1,34579.26,1440.72,14245.28,199368.08,2699.34,120.0,724
412-20-1312,42.26238873667329,21.9,49071.76,15.2,2,72.3918,1,2,13499.89,0.4105,164.0,4187.66,1385.13,49591.06,37.3,124.63,0.3839,83.1656,57.7648,0.4524,1,51087.64,2259.56,9511.37,95299.98,61348.8,120.0,732
413-20-1313,45.40769985676293,8.4,45021.25,11.7,1,67.8583,0,0,7511.36,0.5783,279.0,3836.51,5513.52,1756.32,115.4,149.8,0.0376,69.5688,72.1468,0.5694,1,12842.7,2289.21,23431.53,190647.79,58724.95,120.0,717
414-20-1314,54.01112237431907,9.0,41148.81,10.0,3,83.4645,1,0,11634.49,0.2522,86.0,1352.21,6095.98,4342.8,29.9,37.66,0.092,80.2322,69.4021,0.3384,1,25732.05,1713.93,8616.16,105640.79,151350.95,120.0,726
415-20-1315,48.26337383126834,18.6,54485.01,5.1,2,91.1639,0,0,11281.1,0.4969,79.0,20178.52,959.32,7335.61,80.3,39.4,0.3722,88.0894,76.0267,0.9777,0,35674.1,2164.05,32632.2,78523.68,19801.66,120.0,739
416-20-1316,82.79244446712897,4.8,18000.0,2.5,2,65.7141,0,2,11967.96,0.4454,365.0,8148.56,1183.15,7423.02,155.5,21.12,0.1368,79.5621,57.7466,0.9601,1,9145.88,1102.25,437.14,16722.04,113595.11,120.0,656
417-20-1317,40.1575364401897,14.4,31292.55,17.7,1,70.3377,1,0,11334.8,0.2067,19.0,13574.83,2866.02,266.57,90.5,136.42,0.3604,68.2492,92.1431,0.5263,1,56214.28,1550.13,2795.22,94064.94,116221.7,120.0,729
418-20-1318,53.66751650644001,19.1,194462.64,11.2,3,81.7404,0,0,25266.42,0.0573,49.0,9373.5,1856.11,792.55,50.3,66.78,0.4532,65.0195,56.3079,0.7595,1,25956.42,10715.0,10525.99,353738.76,59211.47,120.0,791
419-20-1319,55.37952926699794,7.1,41150.16,5.1,3,83.3269,0,1,4949.88,0.5454,52.0,44641.49,11063.92,10186.23,44.9,22.73,0.1607,86.3325,43.5245,0.6738,1,67850.0,1731.59,9716.43,32460.1,92268.75,120.0,722
420-20-1320,50.60481360381493,9.2,37887.28,13.3,0,60.958,1,0,10826.9,0.3638,13.0,12379.97,1332.06,16826.78,58.1,35.13,0.0933,52.0375,65.3442,0.7522,1,31165.77,2345.68,73814.1,138561.82,9973.76,120.0,706
421-20-1321,47.03814109856559,16.4,57209.78,8.7,6,66.9277,0,2,1697.9,0.2953,11.0,30278.19,760.22,8960.72,100.6,38.45,0.3516,62.2244,67.1911,0.7379,1,1644.3,3546.03,18377.34,5269.55,33550.38,102.8523,745
422-20-1322,49.782975599318036,23.2,61227.22,7.9,1,65.3602,0,1,12657.75,0.1617,207.0,31430.78,8359.65,6505.82,49.8,36.21,0.2298,33.5228,75.8088,0.7288,1,77239.98,3312.59,27002.67,126828.16,300000.0,120.0,748
423-20-1323,49.84791121262023,33.5,18000.0,1.6,1,85.4258,0,0,106262.8,0.5143,24.0,18157.62,4758.02,916.31,55.7,31.73,0.2459,64.6123,55.2011,0.5855,0,35000.59,798.32,7628.51,229174.44,7718.46,120.0,693
424-20-1324,68.16339258753736,26.9,66084.66,12.1,2,69.5305,1,3,18650.09,0.3569,60.0,15662.38,212.04,1484.23,149.9,31.68,0.2995,74.179,86.8052,0.6372,0,6183.09,3693.63,42421.74,353005.23,15319.49,120.0,739
425-20-1325,35.6925889201497,24.1,87880.83,6.0,4,84.7057,0,0,36994.17,0.4786,365.0,53763.58,1607.57,3917.99,40.4,43.44,0.3197,59.1548,86.8893,0.504,1,84748.02,3765.39,16395.48,504594.66,65375.04,120.0,759
426-20-1326,42.083160542018234,18.2,90360.96,18.6,3,78.8585,1,0,80598.27,0.0771,22.0,24757.66,1802.59,218.94,13.9,166.62,0.3712,91.8492,86.4991,0.9604,1,6806.6,5750.24,6543.26,255635.26,45138.38,120.0,766
427-20-1327,52.52888634557406,9.0,31039.27,20.6,3,82.7003,1,0,38488.77,0.1089,134.0,15238.62,4112.75,11060.14,68.6,30.69,0.2041,78.7319,84.8641,0.6661,1,51102.09,1575.25,17646.31,50669.41,57132.17,120.0,737
428-20-1328,61.44321424688559,21.3,176111.82,9.6,2,73.1008,1,0,37720.14,0.5368,23.0,5027.82,3314.52,12795.02,32.9,55.33,0.2263,90.9398,97.2463,0.4685,0,114577.81,7475.73,19364.26,239631.35,22454.59,120.0,762
429-20-1329,42.54404590363191,12.7,162648.15,19.8,1,40.1257,0,1,19022.08,0.6661,365.0,4721.92,3192.0,261.21,69.2,24.91,0.3662,79.2126,73.6467,0.6722,1,5437.59,6679.73,19768.24,601119.12,72800.27,120.0,742
430-20-1330,40.61148111283054,7.7,152939.96,5.0,1,32.1037,1,1,24264.23,0.4756,289.0,53460.56,42768.86,8942.75,59.6,37.78,0.1919,74.1866,97.1008,0.8983,1,89771.32,8760.66,717.84,555115.94,1642.13,120.0,711
431-20-1331,48.62603784134896,14.6,103929.69,4.1,2,84.6773,0,1,23442.02,0.1992,365.0,1857.6,4223.27,2823.41,29.2,36.0,0.168,81.3912,78.7924,0.3926,1,6094.89,6414.82,30214.76,332180.15,49087.15,120.0,738
432-20-1332,42.13588608927733,27.3,46932.53,6.5,2,89.8241,0,0,13500.46,0.145,244.0,5156.82,1159.46,195.79,84.3,17.69,0.2751,78.0205,67.4768,0.4189,1,27547.9,2726.63,7039.23,91587.64,21363.53,120.0,736
433-20-1333,48.69499178952005,7.1,60054.33,6.2,2,68.1784,0,1,63185.46,0.1479,37.0,14464.92,8470.46,1195.98,43.3,23.2,0.0754,49.1784,61.1009,0.3944,1,8314.8,3263.24,55375.26,107937.15,19119.62,120.0,712
434-20-1334,42.2801994323809,40.0,162201.28,4.5,2,56.3696,2,1,14867.03,0.0367,26.0,33349.97,19812.03,2656.49,85.4,88.07,0.1472,71.3886,32.1768,0.6767,1,86626.19,5638.09,4096.69,81221.38,34391.49,120.0,739
435-20-1335,56.82467385725226,12.4,18000.0,10.3,1,59.7031,0,0,17204.11,0.2722,24.0,19181.88,478.15,8541.54,43.1,36.69,0.0387,45.4806,77.0471,0.6939,1,15730.05,492.19,596.33,110802.59,223110.54,120.0,733
436-20-1336,42.488418466557434,8.2,35894.79,34.3,2,70.1784,0,1,21035.91,0.1182,44.0,20031.51,515.6,5454.22,35.7,66.47,0.0397,56.8574,38.7071,0.8111,1,18260.06,2133.02,42878.83,109713.82,57145.45,120.0,729
437-20-1337,36.674246332587956,11.4,82567.84,19.2,2,81.0338,0,0,18411.48,0.21,167.0,13470.26,2717.65,118.74,40.0,36.27,0.205,49.2838,80.9724,0.5679,0,23065.18,2788.76,63913.41,280370.02,12945.78,120.0,764
438-20-1338,56.86696114522954,34.8,51055.84,11.1,2,92.2123,1,2,5061.29,0.4308,132.0,5402.05,15089.8,5523.08,45.8,90.15,0.1817,66.4014,60.9628,0.3492,1,44465.89,2326.02,7250.95,265553.98,11377.97,120.0,741
439-20-1339,49.984601966293226,10.4,45239.01,6.8,4,57.3075,1,0,18163.64,0.5014,261.0,71230.74,985.09,1585.35,63.5,21.66,0.0354,62.1,55.3179,0.5924,1,6629.64,2365.59,1158.7,36656.87,16000.2,120.0,714
440-20-1340,46.08831855344196,8.0,186891.36,17.7,4,67.0637,0,0,16093.13,0.3488,365.0,24885.23,1760.74,410.76,59.2,61.76,0.0711,45.9327,90.7757,0.3818,1,30119.58,11024.38,2458.1,11564.1,27093.44,38.1158,802
441-20-1341,46.33102672148033,21.8,107458.58,5.5,0,74.548,0,0,2989.82,0.2117,245.0,8719.76,1096.8,495.89,66.0,26.25,0.2601,47.8453,51.1764,0.392,1,17660.06,4681.02,22827.31,71761.45,76023.89,120.0,740
442-20-1342,51.07774799751835,23.0,117366.64,11.4,3,75.6028,2,1,5915.1,0.8728,21.0,6559.37,1719.57,1462.77,12.0,29.65,0.1186,64.9026,50.4653,0.6604,1,53206.94,4094.7,5185.39,231291.13,53629.03,120.0,733
443-20-1343,40.63155751705628,4.4,34864.3,16.4,2,84.0963,0,0,7259.81,0.1035,7.0,29826.62,1218.45,13079.7,46.4,22.49,0.2182,86.063,81.5619,0.6809,1,143563.88,1756.9,25344.29,92523.1,103954.52,120.0,741
444-20-1344,38.50372640701002,26.1,40599.44,2.3,5,83.7226,0,1,2523.34,0.2566,31.0,2419.99,713.87,939.42,39.2,37.8,0.3395,73.6168,87.6105,0.7922,1,16668.93,1971.83,15366.37,167466.56,128557.9,120.0,697
445-20-1345,42.4678612510579,15.1,79266.94,16.1,5,79.3645,0,1,7518.27,0.1188,133.0,6991.78,4432.56,225.13,35.0,33.03,0.0917,79.6528,68.4608,0.8396,1,41934.52,5475.79,61175.09,226060.24,5425.71,120.0,759
446-20-1346,47.069097067445995,13.0,81064.87,8.4,1,86.5992,3,2,43704.03,0.8103,185.0,9526.42,9676.59,60694.54,17.4,20.62,0.1027,71.132,35.0605,0.8354,1,15981.84,5203.07,18652.24,235415.05,110054.75,120.0,713
447-20-1347,41.874813496754115,10.4,218589.05,5.1,4,83.977,1,1,20258.72,0.1355,316.0,4528.97,2372.78,754.28,31.5,22.24,0.5194,71.5695,54.9781,0.657,0,51653.92,7551.89,6486.7,279522.35,26557.87,120.0,739
448-20-1348,68.06975245979758,9.8,77632.14,26.8,1,41.2463,0,1,4133.53,0.7382,46.0,4432.97,665.1,10021.85,47.8,39.9,0.0548,64.4538,69.3328,0.9513,1,8784.8,4908.45,88542.89,46899.31,110122.78,120.0,715
449-20-1349,42.471704177620964,16.3,191233.04,6.0,4,79.0768,2,0,26494.88,0.2139,24.0,16675.43,1213.96,57538.64,67.5,116.14,0.0397,89.0122,69.474,0.7694,0,4941.45,12538.39,14782.28,585240.54,24450.71,120.0,756
450-20-1350,50.356780832345876,8.9,94416.15,27.3,1,88.2666,0,1,14730.11,0.4913,48.0,2699.86,2333.11,1866.8,50.2,50.34,0.3744,66.2565,79.7437,0.4285,1,7385.81,3769.75,13871.44,35176.7,50528.31,113.2881,759
451-20-1351,54.696308237163244,25.8,51001.62,10.2,2,70.8187,0,0,23982.34,0.2297,65.0,2421.76,9560.07,24.57,51.0,42.83,0.1508,51.4462,56.5894,0.6771,0,16061.97,2598.55,76450.87,494966.24,162032.91,120.0,742
452-20-1352,63.14198081357459,40.0,34745.01,6.3,2,69.0061,3,1,10071.95,0.654,68.0,963.81,1212.18,802.58,16.7,35.34,0.0631,71.0459,87.0084,0.9084,1,25141.55,1829.79,69315.85,400334.79,32247.65,120.0,665
453-20-1353,70.5479606119215,13.7,105106.0,6.5,2,68.4445,0,2,16582.94,0.2341,72.0,3675.1,1665.09,8455.15,70.4,16.49,0.2621,89.053,79.0335,0.789,1,13232.82,6212.81,794.47,367232.67,60179.34,120.0,748
454-20-1354,76.9244235483386,36.4,46286.85,5.8,1,74.3677,0,1,4749.61,0.5391,123.0,13766.07,7096.75,4830.79,55.2,89.78,0.1714,79.6823,68.3596,0.9468,1,20489.01,2847.08,6405.63,325326.25,139096.79,120.0,719
455-20-1355,62.4577275723116,16.5,55300.99,17.7,3,63.5507,1,1,25476.22,0.1792,5.0,15791.52,3457.19,6580.59,47.2,52.89,0.211,66.0044,51.3975,0.6521,1,5647.8,2478.73,1717.83,89876.78,39180.54,120.0,741
456-20-1356,60.31699518939823,13.9,33605.44,35.0,1,73.3084,1,0,7810.17,0.1686,365.0,2822.91,3095.95,3091.05,103.7,36.8,0.1729,72.3907,90.233,0.4092,1,13271.79,1954.9,3850.64,556441.61,39135.52,120.0,731
457-20-1357,41.080936117847436,18.7,60032.16,9.1,0,76.5878,1,0,7152.84,0.3897,133.0,33729.47,1901.55,854.12,15.4,9.4,0.2156,77.4978,89.7148,0.2194,0,21041.92,3413.76,48999.33,81357.76,105700.49,120.0,733
458-20-1358,55.345362549143665,16.4,90721.54,9.2,4,65.0717,0,0,14072.9,0.4665,365.0,2042.76,7247.83,44132.49,85.4,72.48,0.0126,90.1837,78.4022,0.6757,1,17683.03,6089.35,37321.99,47971.99,4469.77,118.4358,758
459-20-1359,47.549869278066545,19.3,45105.5,3.2,0,95.5343,1,0,37046.26,0.413,306.0,4894.15,529.23,2588.9,33.6,53.71,0.0527,83.2985,60.2321,0.7452,1,219635.29,2889.78,2116.42,353312.22,33810.41,120.0,693
460-20-1360,47.64284650286287,19.3,36358.53,16.9,2,59.6284,0,1,26834.07,0.244,131.0,32644.6,4546.63,14298.64,27.8,39.78,0.1376,53.3992,81.3407,0.8156,1,29986.9,1369.15,8094.79,345921.13,70912.91,120.0,744
461-20-1361,46.14018179767013,11.0,62745.26,9.4,1,68.7735,1,0,17292.77,0.1909,57.0,4453.66,7470.8,1948.34,50.7,86.8,0.0976,86.3339,59.1443,0.7634,1,23139.55,3264.36,2643.2,334604.91,21422.86,120.0,734
462-20-1362,40.92535340201631,15.7,83062.82,9.1,3,77.1901,0,0,11010.88,0.0551,132.0,8152.84,741.67,7235.31,50.0,45.42,0.277,75.3458,63.4072,0.655,1,22513.81,3406.34,10068.74,119876.33,89730.87,120.0,767
463-20-1363,44.77836022253103,19.4,59471.75,31.3,0,91.7683,0,1,12229.98,0.7275,257.0,9029.63,10967.6,422.84,9.1,54.51,0.0994,60.0857,79.477,0.3477,1,19565.99,3965.65,57422.46,12789.05,71273.11,120.0,727
464-20-1364,42.08064616939783,21.5,225264.76,6.5,2,57.8345,0,3,30218.64,0.5573,47.0,11854.08,2307.74,77.91,51.1,161.41,0.1366,62.1868,63.0526,0.8636,1,45959.36,10096.54,44048.09,20019.12,165194.91,120.0,734
465-20-1365,35.69564091751278,7.9,64245.64,3.3,3,92.1931,1,0,10708.61,0.2821,171.0,3595.85,1937.95,2124.05,16.7,169.65,0.2322,48.5753,82.5798,0.6113,1,4507.92,3077.82,14786.82,42527.06,18205.0,120.0,690
466-20-1366,65.27994997919211,12.0,85963.73,23.0,1,90.2027,3,1,25266.08,0.283,57.0,113760.11,2703.84,20550.22,72.8,92.26,0.2937,84.79,91.7823,0.5402,1,65680.49,4907.27,13503.0,88428.11,82584.91,120.0,769
467-20-1367,50.15905439548992,11.3,111117.31,7.1,2,71.2657,1,0,24061.73,0.3565,365.0,5647.23,1127.67,7119.41,135.4,61.93,0.0555,78.3133,73.5947,0.8664,1,12437.05,5508.6,32825.58,405173.21,95261.05,120.0,744
468-20-1368,50.55365039356866,5.9,79029.78,4.8,3,93.3868,2,0,12856.55,0.1194,264.0,9806.4,1625.82,5184.73,58.0,20.92,0.1364,77.0825,72.4235,0.8259,1,47822.19,1539.0,3016.81,111796.86,51759.85,120.0,716
469-20-1369,49.2728739386439,15.9,30422.22,14.8,3,52.6019,1,0,23419.99,0.4859,130.0,1243.72,1907.26,345.02,28.6,48.31,0.1724,84.376,45.0956,0.5695,1,3844.72,1697.7,8938.15,130045.04,44000.96,120.0,700
