tax_id,annual_income,savings_balance,payment_history,age,avg_monthly_transactions,avg_transaction_value,digital_banking_score,mobile_banking_usage,online_transactions_ratio,e_statement_enrolled,checking_balance,digital_activity_score,monthly_digital_transactions,customer_category
624-20-1524,32724.75,31424.9,56.8015,51.63341990136515,43.5,94.0,94.5093,27.8913,0.6819,1,1349.79,66.63,29.7,Preferred
625-20-1525,96844.62,6177.72,83.6824,54.19250265200336,99.9,65.51,82.3721,82.8895,0.8159,1,350.95,82.29,81.5,Preferred
627-20-1527,18404.52,7113.21,84.4733,45.10245467845791,62.6,30.76,81.5648,37.9311,0.5977,0,1221.97,61.94,37.4,Regular
630-20-1530,256839.58,1373.0,58.4913,59.43953249280192,70.5,47.69,82.8261,67.2198,0.7055,1,10994.74,74.46,49.7,Preferred
632-20-1532,225115.92,8472.17,82.3372,45.21967947098032,59.6,36.63,82.1874,88.9158,0.4286,1,4509.22,72.41,25.5,Preferred
634-20-1534,34770.22,7325.41,88.5119,38.72179853195199,56.8,102.43,41.9613,49.4429,0.6139,1,8152.83,50.03,34.9,Regular
635-20-1535,71891.59,1199.46,92.2373,60.67169637437152,64.7,62.42,78.8228,69.3927,0.634,1,4170.63,71.37,41.0,Preferred
636-20-1536,18000.0,7535.76,52.7267,42.59506656647706,66.3,58.86,45.1018,56.359,0.7752,0,3950.93,58.2,51.4,Regular
637-20-1537,53496.85,5072.43,51.1334,37.69585700675102,155.3,62.96,51.5164,55.4105,0.9212,1,4324.34,64.87,143.1,Regular
638-20-1538,58008.6,1752.79,79.0055,60.38861903804087,40.5,43.73,51.7268,64.0619,0.7207,1,1146.52,61.53,29.2,Regular
639-20-1539,117690.9,12184.3,88.3233,50.41366656787606,37.4,154.94,81.3164,82.408,0.9003,1,1381.8,84.26,33.7,Preferred
640-20-1540,69213.26,6261.7,90.2648,47.735299339286655,31.2,114.24,87.1862,71.9036,0.6071,1,3742.47,74.66,18.9,Preferred
641-20-1541,43962.61,18989.85,73.8976,57.51000741596396,26.9,66.41,44.6345,67.4394,0.6833,0,2093.76,58.58,18.4,Regular
642-20-1542,22507.9,3292.62,62.1118,47.19389883303227,71.6,50.79,83.5723,39.8057,0.5099,1,1326.09,60.67,36.5,Regular
643-20-1543,35356.84,5455.99,82.3468,56.40687296038878,42.2,32.46,76.4309,57.0026,0.822,0,2204.21,72.33,34.7,Regular
644-20-1544,51185.55,18098.99,60.2438,45.227926262501526,87.3,81.71,48.0384,79.2957,0.67,1,15856.93,63.1,58.5,Regular
645-20-1545,36588.52,13258.87,90.3801,65.04151893874828,42.1,58.0,88.5544,89.2038,0.891,1,1937.71,88.91,37.5,Preferred
646-20-1546,18000.0,2904.22,72.9819,44.00653082010823,60.9,74.92,57.0467,52.0231,0.73,0,18946.85,60.33,44.5,Regular
647-20-1547,59386.87,14865.09,96.3265,56.57231113546313,64.1,85.3,78.2755,84.0996,0.9034,0,4151.52,83.64,57.9,Preferred
648-20-1548,43205.56,4098.18,89.433,62.38054829260715,46.1,31.74,87.591,52.4143,0.8023,1,5161.42,74.83,37.0,Regular
650-20-1550,67163.66,7285.8,58.5831,55.44700742303552,36.9,262.86,61.1064,64.6649,0.5537,1,1871.67,60.45,20.4,Regular
652-20-1552,127281.32,11862.38,96.0109,57.43875233246827,69.8,70.46,75.5075,67.9747,0.5341,1,4146.84,66.62,37.3,Preferred
653-20-1553,35731.45,28832.6,90.2769,52.50969271921337,116.8,48.13,83.0435,85.8602,0.5416,1,5154.55,75.22,63.3,Preferred
654-20-1554,33671.65,7695.17,75.5534,55.080266637962126,38.0,96.47,85.2806,66.3192,0.4897,1,2336.37,68.7,18.6,Preferred
656-20-1556,67773.26,1248.9,63.8098,63.2662252975297,84.1,46.36,73.455,65.21,0.7825,1,2869.58,72.42,65.8,Regular
657-20-1557,67052.89,65952.91,84.1017,38.98907110921325,76.6,24.78,39.5153,43.4251,0.7076,1,5374.62,50.06,54.2,Preferred
658-20-1558,40463.16,4999.75,37.7431,61.77715964062208,31.8,40.32,87.5717,64.7289,0.7965,1,3321.86,78.34,25.3,Regular
659-20-1559,59328.08,3273.49,78.7149,45.355519414960106,78.6,41.14,44.6538,36.0347,0.6222,1,2807.97,47.34,48.9,Regular
661-20-1561,91078.43,11051.19,84.5229,50.7872075663571,36.9,44.15,78.8781,66.5158,0.804,0,2134.11,75.63,29.7,Regular
662-20-1562,55196.72,6038.26,56.8168,44.43180946938955,35.2,28.51,51.5153,62.4022,0.8322,1,9815.92,64.29,29.3,Regular
663-20-1563,34477.87,5982.14,89.6928,54.66478987834378,44.5,74.24,75.9083,54.137,0.7901,1,628.5,70.31,35.2,Regular
664-20-1564,34510.85,16077.32,51.7939,55.71232194613287,54.3,39.99,74.2599,74.0724,0.4721,1,9720.51,66.09,25.6,Regular
665-20-1565,71972.15,9266.18,44.494,48.84955705269597,34.8,50.97,46.0838,55.603,0.5328,1,17311.05,51.1,18.5,Regular
666-20-1566,99450.65,6269.11,69.0711,55.16581112703889,107.3,116.15,62.58,58.8264,0.8905,1,1239.72,69.39,95.6,Preferred
668-20-1568,45678.1,7961.05,75.7385,50.61282293040586,92.7,59.78,59.172,65.1401,0.2949,0,1324.74,52.06,27.3,Regular
670-20-1570,105308.69,18731.25,93.808,45.88091154779167,74.0,26.87,75.8501,60.4961,0.7004,1,7040.64,69.5,51.8,Preferred
671-20-1571,25355.46,11137.62,61.1489,70.92987467484159,63.3,39.54,62.8172,60.0584,0.6938,1,11843.69,63.96,43.9,Regular
672-20-1572,42923.0,26170.5,79.8025,50.16593219459124,80.4,48.29,89.5419,26.7771,0.5405,1,5426.34,60.06,43.5,Preferred
673-20-1573,164059.8,3713.77,92.5169,53.60343292705957,44.4,138.98,48.536,78.445,0.7662,1,1867.13,65.93,34.0,Preferred
674-20-1574,135755.11,77609.59,77.6026,56.89886629802989,71.9,111.38,29.3648,28.0449,0.6527,1,690.8,39.74,46.9,VIP
675-20-1575,68880.6,1566.64,84.2712,47.80941976811668,40.6,98.67,75.1172,24.5389,0.3984,0,1882.71,49.36,16.2,Regular
676-20-1576,42606.71,24551.18,90.8263,54.346511636533,37.0,30.65,70.367,71.715,0.6107,1,1626.79,67.98,22.6,Regular
677-20-1577,50146.51,718.61,50.653,69.39926443759562,64.9,133.41,89.2918,44.5541,0.6509,0,1888.7,68.61,42.2,Regular
678-20-1578,63604.1,3760.88,65.7074,43.986700349191736,52.1,17.51,55.3882,71.6543,0.9357,0,4648.69,71.72,48.7,Regular
679-20-1579,261822.97,7691.35,42.8071,69.3930657212172,44.5,54.27,63.5974,90.7335,0.7899,1,914.48,76.36,35.2,Preferred
680-20-1580,122639.47,15931.91,70.4861,57.72666662689857,58.6,31.95,65.1664,74.6904,0.8593,1,3006.91,74.25,50.4,Preferred
681-20-1581,111791.72,13359.76,86.13,45.25178582837346,110.5,65.89,73.4312,46.8248,0.7948,1,8890.81,67.26,87.8,Preferred
682-20-1582,53708.8,752.75,72.9892,43.53308930654975,43.0,61.42,75.5459,51.5848,0.2842,1,1298.48,54.22,12.2,Regular
683-20-1583,42301.93,1624.25,53.5443,69.30166645986081,71.6,41.42,96.4601,59.0613,0.7067,1,3183.69,77.5,50.6,Regular
686-20-1586,186880.49,1152.39,94.9779,46.21459388844829,46.7,57.12,87.3406,43.0135,0.5472,1,790.16,64.26,25.6,Preferred
687-20-1587,32951.3,4042.71,70.3434,45.28480109454744,54.5,94.72,61.8755,49.6248,0.8298,1,5952.06,64.53,45.2,Regular
688-20-1588,18000.0,2803.39,78.413,48.68783515186359,36.3,76.8,72.0934,74.1846,0.6405,1,1055.6,70.31,23.3,Regular
689-20-1589,50235.78,6081.93,66.8017,49.52718750663494,61.4,26.72,54.6168,69.7601,0.6167,1,3549.54,61.28,37.9,Regular
690-20-1590,125832.37,27978.79,86.0647,51.99353827689973,87.3,76.68,44.8026,83.5407,0.7062,1,404.52,64.17,61.7,Preferred
691-20-1591,40157.8,3093.32,80.3204,42.4090820523918,32.6,18.5,95.3222,87.6624,0.2382,1,836.86,71.57,7.8,Regular
692-20-1592,82196.45,8018.47,68.224,44.9452862938896,40.0,102.89,55.1714,91.329,0.7065,1,1338.47,70.66,28.3,Regular
693-20-1593,27245.02,2604.12,47.4707,48.23939743398213,31.8,10.17,81.6985,38.172,0.9379,1,7529.95,72.27,29.8,Regular
694-20-1594,48733.38,3454.06,86.499,75.25928329143211,74.2,38.02,85.3725,74.1065,0.7243,1,2756.08,78.11,53.7,Preferred
695-20-1595,34473.38,3099.38,65.079,53.05751263258748,66.0,64.58,94.4744,52.191,0.5768,1,742.91,70.75,38.1,Preferred
696-20-1596,53801.24,1450.51,60.1794,39.78745022640211,62.8,16.54,61.5736,53.3305,0.5874,1,1059.29,58.25,36.9,Regular
697-20-1597,69017.74,1269.55,93.7954,42.75908252094388,11.5,13.82,50.8443,14.9278,0.6754,0,9529.84,45.08,7.8,Regular
698-20-1598,97116.17,24730.32,93.0851,69.10235014732834,55.4,42.92,59.5591,82.9709,0.4106,1,569.02,61.03,22.7,Preferred
699-20-1599,44640.85,7192.0,75.693,63.38071551026454,86.9,155.68,82.0513,86.059,0.7549,1,5150.51,81.29,65.6,Preferred
700-20-1600,27023.7,5153.5,95.5667,47.09097907381097,51.9,29.34,70.9638,75.0077,0.6056,1,2013.79,69.06,31.4,Regular
701-20-1601,20652.07,2123.13,88.3158,55.38103120295716,41.0,67.68,81.363,45.1351,0.6417,1,4063.3,65.34,26.3,Regular
702-20-1602,127736.75,16113.82,59.5456,54.124357003427065,45.6,33.54,44.3234,48.05,0.8097,1,1129.57,56.44,36.9,Regular
703-20-1603,33844.06,2966.66,53.4515,50.45994806052504,78.7,22.86,88.0603,67.1165,0.7194,1,1582.83,76.94,56.6,Regular
704-20-1604,85900.59,4714.65,62.5138,43.6233985168911,46.7,34.73,55.6456,50.6644,0.8782,1,402.91,63.8,41.0,Regular
705-20-1605,19649.11,4725.81,61.2576,37.14323212841328,56.5,117.36,73.8659,78.6227,0.4382,1,14086.19,66.28,24.8,Regular
707-20-1607,420250.71,21352.66,69.902,54.36646743284139,27.3,59.74,94.9679,72.2126,0.7498,1,5907.54,82.14,20.5,Preferred
708-20-1608,75403.95,14047.82,84.0623,43.74268058402788,66.6,75.65,50.9005,55.074,0.4638,1,993.1,50.8,30.9,Preferred
709-20-1609,48894.62,9471.73,87.9203,62.779182900447765,34.0,47.77,64.5741,89.0912,0.3661,1,3555.83,63.54,12.4,Regular
710-20-1610,163922.92,3697.51,75.56,68.48325567567855,18.4,63.79,86.1056,49.8417,0.8852,0,5878.17,75.95,16.3,Regular
711-20-1611,42308.86,5888.91,88.6419,52.716783262803126,61.3,85.69,78.7599,44.0428,0.9126,1,1604.7,72.09,55.9,Preferred
713-20-1613,18000.0,5999.98,89.7223,38.62227131609972,47.8,87.39,82.1154,46.6533,0.8467,1,3438.97,72.24,40.5,Regular
716-20-1616,43380.58,815.11,63.143,49.29557599093011,27.3,40.33,53.6034,61.8103,0.8619,1,1433.22,65.84,23.5,Regular
718-20-1618,44113.27,16156.89,84.1401,56.83403759425052,14.6,49.53,60.22,46.956,0.9834,0,2977.05,67.68,14.4,Regular
719-20-1619,236560.2,7927.85,69.117,81.03203660340306,27.6,52.94,92.3087,49.2896,0.5629,0,2820.26,68.6,15.5,Preferred
720-20-1620,70203.44,5043.84,89.6897,63.16353609785038,62.6,58.04,80.4567,20.3035,0.6568,1,1143.73,57.98,41.1,Preferred
721-20-1621,61524.84,7182.21,78.3312,48.05717106205553,68.9,47.89,86.2368,70.0297,0.5328,1,4015.88,71.49,36.7,Preferred
722-20-1622,45101.61,8014.35,32.6571,40.17526165799008,63.4,18.97,85.843,80.2236,0.4865,1,1176.72,73.0,30.8,Regular
723-20-1623,122976.55,10370.67,78.1956,47.6957913031791,42.8,75.87,30.9409,64.7541,0.9944,0,1292.51,61.63,42.6,Regular
724-20-1624,34063.47,2177.65,47.6068,52.75975124049802,68.6,110.96,72.9235,64.6599,0.8172,0,1804.57,73.08,56.1,Regular
725-20-1625,144412.27,5254.26,61.9906,63.76361347510822,24.1,76.88,75.8667,55.984,0.6955,1,4481.35,68.01,16.8,Preferred
726-20-1626,55158.41,1672.7,80.3611,59.02945235048217,122.2,50.39,52.8681,75.2783,0.6295,1,4843.26,62.62,76.9,Regular
728-20-1628,46245.92,5758.22,55.0761,52.44682159590696,45.3,40.84,72.6261,63.9956,0.8081,1,1624.68,72.49,36.6,Regular
729-20-1629,106170.12,3497.69,79.8922,61.20245192839591,38.6,49.71,82.1188,39.0612,0.9106,0,1815.54,71.88,35.1,Preferred
730-20-1630,87360.41,7155.13,87.5012,64.73639119136786,66.6,64.27,85.4765,54.0564,0.7494,1,2764.68,72.89,49.9,Preferred
731-20-1631,57421.88,8014.37,78.5516,62.20395668523658,65.0,114.39,73.3053,96.8843,0.7294,0,2329.12,80.27,47.4,Preferred
732-20-1632,156087.38,21172.12,68.9767,44.54607757570243,63.2,180.89,71.5208,78.9126,0.8763,1,1116.11,78.57,55.4,Preferred
733-20-1633,148321.61,2164.73,60.8514,44.93224944662304,17.9,78.25,45.3782,72.6768,0.7489,1,945.95,62.42,13.4,Regular
734-20-1634,38127.92,70565.87,58.3247,70.93469931735305,59.2,28.5,86.9349,48.1802,0.5414,1,1267.89,65.47,32.1,Preferred
735-20-1635,36247.87,58842.37,69.8348,46.516791844045336,64.5,99.05,66.0729,46.8542,0.7343,1,1788.0,62.51,47.4,Preferred
737-20-1637,48608.5,1850.58,72.2661,42.83313436217168,22.7,36.51,63.0572,34.4475,0.8217,1,1752.01,60.21,18.7,Regular
738-20-1638,123947.35,17786.54,76.6531,49.28549882205593,34.6,21.71,74.6001,36.4466,0.615,1,2808.82,59.22,21.3,Preferred
739-20-1639,76958.75,1761.58,68.9152,35.350859700131046,27.1,47.4,66.6357,71.9571,0.8109,1,1495.51,72.57,22.0,Regular
740-20-1640,31900.42,5094.78,76.6148,48.65241905459626,56.0,31.76,90.0814,25.6538,0.7858,1,239.37,67.3,44.0,Regular
741-20-1641,32954.13,6078.3,86.0068,43.4740307815752,41.9,32.84,77.1147,53.0618,0.6616,1,9022.61,66.61,27.7,Regular
742-20-1642,64791.23,8655.24,48.5446,56.91492159712221,60.4,78.33,86.7647,86.923,0.4862,1,1095.34,75.37,29.4,Preferred
743-20-1643,109793.17,2709.1,81.0843,56.821036981173975,68.1,54.82,94.4629,83.0778,0.944,1,2468.57,91.03,64.3,Preferred
744-20-1644,179046.41,5934.28,68.001,54.75326340459737,25.7,124.85,72.2553,72.6133,0.6327,1,6492.52,69.67,16.3,Preferred
745-20-1645,67521.62,5206.89,84.2667,43.8312083577581,118.7,66.07,79.2768,94.7773,0.8188,0,3063.45,84.71,97.2,Preferred
746-20-1646,54886.07,46161.89,65.1853,63.22541555141603,21.2,201.14,49.3227,80.7103,0.4879,1,1813.43,58.58,10.3,Preferred
747-20-1647,51190.94,20649.99,75.8442,50.85696797076869,53.7,74.45,70.6849,82.7997,0.5053,1,6165.11,68.27,27.1,Preferred
748-20-1648,35950.96,13320.36,95.1049,57.84583482290002,50.4,110.87,94.3943,63.1466,0.8511,0,2931.0,82.23,42.9,Preferred
749-20-1649,56700.46,55549.19,65.9599,62.27748504307888,35.4,42.29,68.8175,83.4484,0.3588,1,840.32,63.33,12.7,Preferred
750-20-1650,42579.86,135064.84,88.5398,51.925238964481416,34.2,51.15,69.7954,83.7413,0.8397,1,1187.8,78.23,28.7,Preferred
751-20-1651,44977.45,16992.03,90.5929,39.55338530895887,46.6,87.35,73.2391,54.1906,0.8603,1,1657.34,71.36,40.1,Preferred
752-20-1652,90789.38,9016.55,88.1758,53.05886905483878,99.7,82.66,82.4245,68.2953,0.8031,0,12381.33,77.55,80.1,Preferred
753-20-1653,21855.7,8339.5,79.6316,48.76220277259183,41.4,77.18,65.5386,66.2334,0.8213,1,2226.97,70.72,34.0,Regular
754-20-1654,18000.0,18793.18,50.1416,43.1040840235707,53.9,55.7,37.8154,57.8185,0.5711,1,1635.25,49.6,30.8,Regular
755-20-1655,30763.56,6191.45,83.4787,66.52722363159825,71.5,68.74,77.4739,79.7866,0.6215,1,3182.46,73.57,44.4,Preferred
757-20-1657,76504.06,2724.2,80.8266,56.14346120315717,114.0,81.59,57.1009,58.1794,0.5068,1,818.27,55.5,57.8,Regular
758-20-1658,115671.99,12294.87,76.0119,38.08490482739749,32.4,46.46,96.0069,44.4257,0.6225,1,3356.58,70.41,20.2,Preferred
760-20-1660,85700.02,1440.13,76.4125,53.06313885006816,52.7,142.17,76.7399,52.6775,0.3972,1,2174.15,58.42,20.9,Preferred
761-20-1661,21881.87,1698.32,87.7523,46.83728486411744,110.1,46.08,74.147,24.6602,0.5821,1,2887.89,54.52,64.1,Regular
762-20-1662,28088.36,3490.57,81.6468,38.887185581234846,83.9,73.04,67.1892,92.0139,0.5147,1,1021.6,69.92,43.2,Regular
763-20-1663,24149.83,5791.11,90.4423,54.63290851538456,59.4,39.6,98.6099,42.9479,0.7015,0,2962.83,73.37,41.7,Regular
764-20-1664,27155.34,25476.59,87.3642,47.86067903440241,98.8,34.6,63.369,57.5786,0.5993,1,7646.75,60.6,59.2,Regular
765-20-1665,380593.89,11352.81,75.285,70.49785826197353,77.5,69.05,39.8868,71.6078,0.7917,1,5813.42,61.19,61.4,Preferred
766-20-1666,86814.65,7265.43,58.7094,44.73031502987002,28.1,71.78,69.2467,89.2518,0.622,1,1618.64,73.13,17.5,Regular
767-20-1667,18000.0,3622.15,52.4866,35.48936781492075,67.1,215.1,68.5224,63.5487,0.4516,1,5160.57,60.02,30.3,Regular
768-20-1668,19921.73,1079.39,89.676,41.10069209931205,109.7,25.38,89.946,62.443,0.4168,1,6621.73,67.22,45.7,Regular
769-20-1669,63353.22,24996.4,80.9542,62.18046494621005,72.2,24.21,74.9979,65.2065,0.6872,1,3662.51,70.18,49.6,Preferred
770-20-1670,67353.37,7557.39,82.6891,59.15161562336421,66.2,107.53,96.0385,76.7248,0.5749,1,584.97,78.68,38.1,Preferred
771-20-1671,38361.34,19048.95,67.1459,66.40412086188235,33.3,67.12,79.6161,27.8789,0.5066,1,1582.33,55.41,16.9,Regular
772-20-1672,195313.95,8420.64,95.4166,48.90391691586896,49.7,192.18,75.2403,51.575,0.8238,0,1468.69,70.28,40.9,Preferred
773-20-1673,32111.77,35956.67,73.6224,57.59874804285104,35.8,127.05,77.1116,56.5927,0.8643,1,9112.75,73.75,30.9,Preferred
774-20-1674,114740.02,19870.98,71.7871,52.57773370755183,91.2,58.49,78.9283,57.3169,0.6403,1,1331.83,67.98,58.4,Preferred
775-20-1675,105771.19,3070.96,56.6377,45.29720480442644,68.7,20.28,70.809,81.6005,0.8438,1,866.26,78.12,58.0,Regular
777-20-1677,331766.43,330.96,65.1021,47.26003539725195,37.5,157.43,74.531,93.8669,0.5907,1,1886.18,75.69,22.2,Preferred
778-20-1678,97325.76,12161.57,73.6444,65.5539918138741,68.0,29.18,73.8609,78.037,0.6476,1,939.45,72.38,44.0,Preferred
779-20-1679,61407.02,14689.06,62.9692,45.24218100768918,52.2,20.84,86.5364,60.7446,0.8482,1,3901.31,78.28,44.3,Regular
780-20-1680,76888.64,7546.9,93.2424,67.66489691744066,30.9,113.88,82.9198,36.7454,0.4616,1,1471.73,58.04,14.3,Preferred
781-20-1681,92063.2,1721.11,79.1026,44.7464600772038,50.0,111.17,94.4132,31.8391,0.1447,1,1706.1,51.66,7.2,Preferred
782-20-1682,18000.0,1199.64,86.534,47.26623739707168,75.3,88.25,74.797,52.0334,0.7684,0,3599.8,68.58,57.9,Regular
784-20-1684,118462.26,1840.72,76.4969,44.40353505606118,35.2,84.87,80.7195,55.8826,0.7705,1,2336.59,72.17,27.1,Preferred
785-20-1685,155842.01,10091.22,81.497,51.16051641390686,69.1,27.1,64.179,49.5382,0.2392,1,2441.47,47.71,16.5,Preferred
786-20-1686,169590.24,1493.11,44.8596,52.448950953507946,18.7,110.53,60.5754,73.8604,0.8362,1,1353.51,71.47,15.6,Regular
787-20-1687,51582.89,13034.76,91.0373,64.78429136383528,57.5,36.63,83.8313,48.6131,0.5835,1,5814.87,65.62,33.6,Preferred
788-20-1688,75296.78,4509.15,76.6789,35.4094655174315,22.4,17.2,89.6998,58.8955,0.6922,1,1211.86,74.31,15.5,Regular
791-20-1691,45619.5,12140.54,58.1691,47.08738111750039,52.9,78.74,98.598,56.5107,0.6304,1,5607.39,75.3,33.3,Preferred
792-20-1692,34632.83,32181.99,74.9412,47.0853247168448,78.8,60.7,81.2482,74.422,0.5959,0,3824.22,72.7,47.0,Preferred
794-20-1694,45529.27,11908.88,95.6165,57.344219603240575,16.0,37.3,84.5544,63.5372,0.8531,1,1230.0,78.48,13.6,Regular
795-20-1695,56938.45,6189.63,72.6845,38.43902923190756,88.9,59.17,75.2398,53.9054,0.9164,1,5600.5,73.76,81.5,Regular
796-20-1696,112594.36,7576.3,86.9044,54.11502043852431,110.4,36.26,86.8802,70.2164,0.832,1,5093.31,80.78,91.9,Preferred
797-20-1697,65443.98,40732.54,97.0338,72.00308973139775,53.9,269.5,88.4047,78.6867,0.5768,1,6106.37,76.27,31.1,Preferred
798-20-1698,39567.39,5424.27,88.4199,36.99242487499403,74.9,90.38,52.1259,92.1809,0.8623,1,809.88,74.37,64.6,Regular
800-20-1700,41139.93,846.46,72.0699,40.72964093244726,43.3,51.44,77.7283,92.3633,0.5954,1,1863.13,76.66,25.8,Regular
801-20-1701,18000.0,13225.09,72.2767,54.74934291974797,45.9,128.42,71.735,82.4363,0.7848,1,2935.04,76.97,36.0,Regular
802-20-1702,112733.59,13643.07,79.0047,53.83842605361687,33.5,91.12,71.2156,68.6162,0.8266,0,3525.61,73.87,27.7,Preferred
804-20-1704,178184.78,3815.06,82.9403,46.01215075823131,28.1,31.62,87.19,75.9036,0.5535,1,1430.93,74.25,15.6,Preferred
805-20-1705,78158.89,50005.69,91.7898,46.428506669188295,85.2,48.11,81.9322,80.0404,0.5332,1,2346.22,72.78,45.4,Preferred
806-20-1706,20857.15,47094.92,58.9892,58.60799177195064,62.4,230.67,89.2846,74.727,0.8124,0,426.01,82.5,50.7,Preferred
807-20-1707,66592.66,720.59,73.2929,45.93966728489134,44.9,46.25,63.1612,59.3868,0.4982,1,1207.75,58.03,22.4,Regular
808-20-1708,68123.81,9320.14,69.5301,60.01462531541347,28.4,54.18,95.6271,69.6821,0.8357,1,2257.29,84.23,23.7,Regular
809-20-1709,100634.21,39413.68,71.5357,34.03100182456934,52.5,44.14,67.5137,75.847,0.348,1,1835.46,60.2,18.3,Preferred
810-20-1710,210769.59,12964.21,92.1614,53.191831405171925,32.6,77.49,81.8088,71.367,0.7393,0,26442.63,76.31,24.1,Preferred
812-20-1712,89038.27,315.29,91.4488,48.91973170848565,56.4,30.26,85.8704,44.7303,0.4653,1,707.79,61.73,26.2,Regular
813-20-1713,53218.77,6394.6,78.8736,65.37631021622454,37.5,56.05,82.6962,66.4452,0.9494,1,4324.92,81.49,35.6,Regular
814-20-1714,361510.11,187768.62,77.4612,46.29133243434293,50.7,64.64,80.8703,75.747,0.8678,1,2257.47,81.11,44.0,VIP
815-20-1715,111010.12,8744.2,84.4071,52.79645178431679,52.6,62.47,61.1218,97.9914,0.3756,1,510.02,65.11,19.8,Preferred
816-20-1716,49810.79,1898.71,66.3441,61.27938262864657,47.7,122.6,67.6483,14.3712,0.8055,1,1876.78,55.54,38.4,Regular
817-20-1717,155052.41,4647.92,84.0764,41.44258060716023,51.4,58.69,69.3085,38.548,0.7237,1,1996.4,61.0,37.2,Preferred
818-20-1718,50412.98,3139.37,86.4907,62.39968933621681,33.9,28.58,71.2458,64.943,0.5066,1,526.91,63.18,17.2,Regular
819-20-1719,96391.67,15277.47,49.5092,53.98893595992951,51.2,58.39,58.5973,71.8999,0.6091,1,2371.75,63.28,31.2,Regular
820-20-1720,45694.86,4248.25,82.8288,44.00518874450852,108.6,49.78,60.7376,58.082,0.8383,0,1123.95,66.87,91.0,Regular
821-20-1721,63085.98,31121.49,84.3501,50.36480682245151,46.3,91.98,45.1389,76.9974,0.6088,1,9127.78,59.42,28.2,Preferred
822-20-1722,146012.37,33804.18,86.6144,43.37002660309087,47.7,65.66,77.5446,68.279,0.6746,1,2742.3,71.74,32.2,VIP
823-20-1723,46315.2,7337.51,78.7205,56.56403366979456,87.4,20.89,75.1974,72.1767,0.9537,1,29748.7,80.34,83.4,Regular
824-20-1724,18000.0,2299.0,95.4656,48.19690031872637,63.5,134.67,67.5618,72.7532,0.8234,0,7109.14,73.55,52.3,Regular
827-20-1727,181612.34,12920.17,76.1807,48.71995708177116,51.7,123.23,56.221,86.0912,0.8668,0,3384.23,74.32,44.8,Preferred
828-20-1728,36266.42,6561.13,54.223,50.83805606884849,88.5,96.38,73.7639,86.201,0.2466,0,5798.47,62.76,21.8,Regular
829-20-1729,19622.55,4620.56,93.8485,31.11273973399745,68.4,30.25,78.8107,79.1983,0.6254,1,3633.78,74.05,42.8,Regular
830-20-1730,43164.44,34555.46,86.318,50.1639775655428,69.5,65.16,66.9047,56.3276,0.5796,1,12776.14,61.05,40.3,Preferred
831-20-1731,117747.3,9257.19,43.8583,35.2283157532453,18.2,42.68,66.1814,64.2559,0.6916,1,3790.86,66.5,12.6,Regular
832-20-1732,51358.43,17758.25,87.071,39.46597577990675,91.8,27.42,61.8916,57.8217,0.5004,1,6546.83,57.12,45.9,Regular
833-20-1733,18000.0,7461.52,87.8057,44.91796808095812,75.8,121.37,71.3255,89.669,0.6479,1,1957.8,74.87,49.1,Regular
834-20-1734,89061.16,6683.62,79.9392,45.4661232129182,96.0,24.1,69.1434,48.2332,0.6669,1,2026.29,62.13,64.0,Regular
835-20-1735,123317.17,19889.14,86.1017,34.75369071974627,108.7,109.63,68.8707,45.4086,0.5394,1,2529.96,57.35,58.6,Preferred
836-20-1736,181322.43,5789.65,86.0014,50.82307509832938,51.4,56.46,45.4914,63.9603,0.5228,0,1028.92,53.07,26.9,Preferred
837-20-1737,18000.0,4239.44,81.6086,49.40714111970624,77.5,41.57,48.066,64.7515,0.9527,1,857.83,67.23,73.8,Regular
838-20-1738,133446.81,13848.93,86.5493,51.901103236683554,41.1,88.45,80.2397,47.7043,0.2447,1,5715.05,53.75,10.1,Preferred
839-20-1739,68214.91,4452.51,72.5391,47.6653863546544,70.5,81.92,63.601,52.7579,0.3556,1,8452.86,51.94,25.1,Regular
840-20-1740,37717.35,30357.4,73.0881,67.17043777682585,23.1,72.55,96.2662,67.9341,0.6105,0,4378.04,77.2,14.1,Regular
841-20-1741,18894.71,35746.32,66.8617,55.55323005652613,32.0,54.82,72.4194,75.1099,0.9116,1,5636.45,78.85,29.2,Regular
843-20-1743,34970.94,2628.98,90.9983,41.410344662178936,72.8,38.17,44.1958,83.0691,0.7546,0,4037.09,65.24,54.9,Regular
844-20-1744,33838.52,5816.99,83.332,47.42407309211749,19.8,85.91,92.6321,82.2832,0.9319,1,651.52,89.69,18.5,Regular
845-20-1745,55580.95,9801.03,87.8759,45.60753959909411,55.9,24.66,94.2179,62.6305,0.4433,0,7383.85,69.78,24.8,Regular
846-20-1746,168804.57,3946.59,60.0912,38.05829172266084,59.1,79.22,81.1397,65.7422,0.6093,1,1611.38,70.46,36.0,Preferred
847-20-1747,56997.08,16918.05,59.1912,48.94624496861406,86.9,21.92,47.614,52.0572,0.4075,1,6880.44,46.89,35.4,Regular
848-20-1748,20343.62,4547.27,83.685,34.44362266267881,54.4,46.13,86.2472,81.3465,0.5713,1,3113.12,76.04,31.1,Regular
850-20-1750,75703.76,8005.43,80.8336,63.53274995223168,50.4,26.33,69.1196,58.3428,0.9068,1,1148.19,72.35,45.7,Regular
